link,content
https://www.investing.com/news/economy-news/us-fdic-sexual-harassment-prevention-deficient-watchdog-says-3549704,"By Douglas Gillison (Reuters) -Efforts to prevent sexual harassment at the U.S. Federal Deposit Insurance Corporation, a top banking regulator, remain deficient despite promises in recent years to address the persistent problem, the agency's Office of Inspector General said in a report released Thursday. FDIC Chairman Martin Gruenberg agreed to step down in May after a scathing independent probe found pervasive instances of sexual harassment and racial discrimination at the agency, where he has held top positions for much of the past 20 years. The report released Thursday indicated prevention in recent years had not been an agency priority under leadership across administrations of both major parties. The FDIC, which is charged with helping ensure the stability of the nation's $24 trillion banking system, has neither shown commitment to preventing sexual harassment nor implemented an effective prevention program with the means to document and address allegations, the inspector general's office said in a statement. ""This occurred because the FDIC has not sustained many program improvements that were initiated as a result of our prior 2020 evaluation,"" the statement said. Gruenberg remains in office while the U.S. Senate considers President Joe Biden's nominee to replace him, Christy Goldsmith Romero, currently a member of the U.S. Commodity Futures Trading Commission. As a result of its latest findings, the inspector general's office issued 24 recommendations, with which the FDIC has concurred and pledged to address by the end of March 2025, according to the inspector general's office. An FDIC spokesperson told Reuters the agency was committed to preventing sexual harassment. ""We agree with all of the recommendations in the report and are making substantial progress to address them,"" the spokesperson said. In a response attached to the report, FDIC Chief Operating Office Daniel Bendler said Gruenberg and senior agency executives had ""no higher priority"" than ensuring that all people at the agency felt ""safe, valued and respected."""
https://www.investing.com/news/economy-news/columnare-401k-matching-contributions-all-they-are-cracked-up-to-be-3549722,"By Mark Miller (Reuters) - When you are saving for retirement in a 401(k) account, the standard advice is to put aside enough to capture your employer’s matching contribution. That makes sense, since the contribution represents a risk-free 100% return on every dollar you save. The match is intended to be an incentive that encourages saving - but recent research shows there are better ways to get people to sock away their money. In many cases, the current structure of matching programs actually contributes to pay inequity - and they are not the most powerful incentives available to employers. “When we first created an employer match, we thought that was the carrot - the incentive that would get people to participate,” said Fiona Greig, global head of investor research and policy at Vanguard and co-author of a recent research brief on matching contributions. “But now we have a much heavier hammer.” That hammer, she said, includes the rise of plan features like automatic enrollment, auto escalation of contribution rates and higher initial default contribution rates. “These are the things that, without opening your eyes or engaging in any way, cause people to participate and save more over time,” she added. Matching contributions are a big, expensive feature of the 401(k) system. Vanguard notes federal government data showing that employers contributed $212 billion to defined contribution retirement plans in 2021 - about 58% of all dollars in the accounts. Vanguard, one of the nation’s largest administrators of 401(k) plans, evaluated more than 1,300 large retirement plans that the firm administers. The research does not conclude that employers should stop matching employee contributions - far from it. But it did find that employee saving rates do not vary much across plans with different levels of employer matches. More concerning is the finding that employer contributions exacerbate pay inequity. The contributions are highly concentrated, with 44% of dollars accruing to the top 20% of earners. “Higher-income people tend to participate more, and they also tend to contribute more,” said Greig. Indeed, a study by the Center for Retirement Research found that 59% of the tax deferral feature of 401(k) plans benefited the top fifth of earners, compared with just 3.7% for the bottom 40% of earners. The upshot is that employees who do not take full advantage of their employer match effectively get paid less than their peers, who save more, for a variety of reasons. That gap spills over into a broader problem with inequity in retirement security. The U.S. has persistent disparities in savings by race and ethnicity, with Black households holding only 14% as much as white households, and Hispanic households just 20% compared with white households. NEEDED: A BROADER EQUITY MENU There are plenty of opportunities to improve the equity of retirement security in the U.S. outside of the current features of 401(k)s. I would start with an across-the-board expansion of Social Security benefits, with extra bumps for low- and middle-income workers who have the least ability to save for retirement. Improved access to workplace saving plans also could help greatly. Only about half of private-sector U.S. workers are covered by an employer retirement saving plan at any given time - and that figure has not budged much over the years. The lost opportunity to save at the workplace translates into far too many people retiring only on Social Security. Seventeen U.S. states have moved to plug the gap with “auto-IRA” plans that mandate employers who do not offer their own 401(k)s to enroll workers in a government-sponsored plan. Eight of those states - including California, Illinois and Maryland - have launched their savings programs, and some policymakers hope to see the idea expanded nationally. Others have advocated what amounts to a national 401(k) plan featuring a government matching contribution for anyone lacking workplace coverage. Vanguard’s brief points to opportunities to reform the matching-contribution system to make it more equitable. The most common match programs use percentages - for example, 50% of an employee's contributions up to 6% of pay. Some plans contribute regardless of what the employee does. And some have employer contributions up to a dollar cap - for example, a 10% match on 6% of pay but capped at $6,000. But the researchers found little difference in employee contribution rates across various formulas. Other 401(k) plan features do seem to be leading to improved investor behavior. Vanguard’s latest annual report on workplace plan trends found a record-high share of plans offering automatic enrollment, rising employee participation rates and record-high rates of deferral into retirement accounts. And Vanguard is not suggesting that employer matches should be retired - rather, changes should be made that could make the matches more equitable. “These are big dollars being spent, and we think there are some ways that employers can evaluate their plans to make them more equitable and cost-effective.” Plans that pair auto-enrollment with a dollar cap scored highest for equitable treatment of employees, Vanguard found. “Auto-enrollment causes everyone to benefit from the employer match, rather than leaving people to make the choice to not participate at all,” said Greig. “And that is really important in terms of equity.” The opinions expressed here are those of the author, a columnist for Reuters."
https://www.investing.com/news/economy-news/central-banks-are-turning-the-ship-but-their-path-is-unclear-3550044,"By Howard Schneider and David Milliken WASHINGTON/LONDON (Reuters) - Decisions by major central banks this week brought the end of pandemic-era monetary policy into closer view, but also highlighted how long the road back to ""normal"" will be as officials now probe for the endpoint of interest rate cuts and manage the wind-down of massive balance sheets. The Bank of England on Thursday cut its policy rate to 5.00% from 5.25%, joining the European Central Bank, Bank of Canada and others in reducing the tight monetary policy put in place to battle the inflation that raced across much of the world as the COVID-19 pandemic snarled supply chains even as it unleashed a wave of government spending and consumer demand. That inflation wave has now largely subsided and interest rates will be falling from here, with the world's major player, the U.S. Federal Reserve, laying the groundwork this week for its first rate cut in September. In a policy statement on Wednesday the Fed said it was as concerned about protecting the job market as it was about inflation that is now just about half a percentage point above its 2% target. Fed Chair Jerome Powell then suggested in a press conference that rate cuts could begin in September if the economy follows its expected course. ""If we were to see inflation moving down ... more or less in line with expectations, growth remains reasonably strong, and the labor market remains consistent with current conditions, then I think a rate cut could be on the table at the September meeting,"" he said. 'BE CAREFUL' A common exit from inflation-fighting and high interest rates was in doubt only a few months ago when U.S. inflation legged unexpectedly higher to start the year, delaying a Fed pivot toward lower borrowing costs that had been expected to start in June. Yet that doesn't mean the Fed, BoE, BoC and ECB all know the path ahead - and in particular how fast or how far rate cuts may proceed. That debate is in full swing at the ECB, for instance, with President Christine Lagarde saying the central bank's September meeting was ""wide open"" and a number of policymakers hinting since then at more cuts coming if data behaves as expected. In Canada, meanwhile, the BoC has shifted gears to supporting an economy that has been underperforming recently. A third straight rate cut is now expected in September. And in the U.S., rate futures markets have begun pricing in a not-dismissable probability that conditions will soften enough over the seven weeks to the Fed's next meeting to warrant a half-percentage-point rate cut, rather than just a quarter-percentage-point move. The post-pandemic world, many economists, feel, may be marked by higher trend inflation, less integrated global markets, and a massive government debt hangover. Those are all reasons why central banks may need to keep rates higher than through the decade before the pandemic - also leaving less scope to cut. BoE Governor Andrew Bailey nodded to just that possibility after UK central bank officials narrowly approved a first rate cut by the slimmest of margins. In a statement alongside the decision, Bailey said: ""We need to make sure inflation stays low, and be careful not to cut interest rates too quickly or by too much."" BOJ'S OWN DIRECTION The Bank of Japan is on the same journey from the opposite direction, raising rates this week in a sign of confidence that its unique experiment in aggressive central banking, with negative interest rates and direct efforts to manage yields on long-term government bonds, has pulled the country away from the risk of stagnation and falling wages and prices. Yet the end is the same: Determining what ""normal"" economics looks like after a period when many long-held truths appeared to break. Powell on Wednesday noted that the 0.7 percentage point rise in the U.S. unemployment rate since last summer was close to triggering a widely touted rule of thumb - the Sahm Rule - that would indicate the country is already in recession. U.S. Treasury yields - with benchmark shorter-dated maturities yielding more than longer-dated ones for more than two years now - have been flashing a recession warning as well. Yet growth and consumer spending are strong, the jobless rate, at 4.1%, is low by historical standards, and there are few signs of widespread stress. Noting all that, Powell said he thought the risk of a downturn right now was low. ""This pandemic era has been one in which so many apparent rules have been flouted, like the inverted yield curve, for starters. So many, many pieces of received wisdom just haven't worked,"" Powell said. That is why the first rate cut will only be the start of a journey as central bankers look to shape their still-bloated balance sheets and interest rate policies for realities they don't fully understand. ""Policy rates would move down from here, but I don't want to try to give specific forward guidance about when that might be, the pace at which it might happen, because I think that's really going to depend on the economy,"" Powell said."
https://www.investing.com/news/economy-news/lilly-ceo-says-weightloss-drug-shortage-to-end-very-soon-bloomberg-news-reports-3550043,"(Reuters) - U.S. drugmaker Eli Lilly (NYSE: ) expects its blockbuster weight-loss drug to officially come out of shortage in the United States in coming days, Bloomberg News reported on Thursday, citing an interview with the company's CEO, David Ricks. Lilly's drug, tirzepatide, sold as Mounjaro for diabetes and Zepbound for weight management, will cease to be in shortage ""very soon,"" CEO David Ricks said in an interview with Bloomberg in Paris. The U.S. Food and Drug Administration's website lists some doses of Mounjaro and Zepbound as being in limited supply. Mounjaro has been on the FDA's shortage list since late 2022. The health regulator said it has no further comments to provide beyond what is available on its drug shortages list, while Lilly did not immediately respond to a request for comment. The agency generally assesses whether all backorders for the drug have been filled and supply is meeting or exceeding demand before removing a drug from its shortage list. Lilly said in April that it expects supply of Zepbound to remain ""quite tight"" in the near and midterm as it ramps up capacity. Eli Lilly and Danish rival Novo Nordisk (NYSE: ) are racing to increase production in a weight-loss drug market estimated to reach about $150 billion by early 2030s. Both the companies' obesity treatments belong to a class of drugs originally developed for diabetes known as GLP-1 agonists. GLP-1 drugs have been shown to help patients lose on average as much as 20% of their weight, fueling unparalleled demand. Novo makes the diabetes drug Ozempic and its weight-loss equivalent Wegovy. Separately, Lilly reported earlier on Thursday that Zepbound helped reduce the risk of hospitalization, death and other outcomes for obese adults with a common type of heart failure."
https://www.investing.com/news/economy-news/us-30year-mortgage-slides-to-lowest-since-february-freddie-mac-says-3550012,"By Makailah Gause NEW YORK (Reuters) - The average rate on the popular U.S. 30-year mortgage rate fell to 6.73% this week, its lowest level since February as the bond market reacted to signs of cooling inflation. The 30-year fixed-rate mortgage was 5 basis points lower than a week earlier when it averaged 6.78%, mortgage finance giant Freddie Mac said on Thursday. It averaged 6.90% during the same period a year ago. ""Apprehension in consumer confidence may prevent an immediate uptick as affordability challenges remain top of mind,"" Chief Economist Sam Khater said in a statement. But, he said, data showing a moderation in home price growth and increasing housing inventory are positive signs for prospective home buyers. House prices increased 5.7% year-on-year in May, the smallest annual increase in 10 months as still-high mortgage rates then kept a lid on demand, the Federal Housing Finance Agency said Tuesday. More recently, though, pending home sales surged 4.8% in June from a month earlier, helped by the recent increase in homes for sale, the National Association of Realtors said on Wednesday. Still, even with home loan rates now more than 1 percentage point below their peak levels from last year, mortgage application volumes remain subdued. ""Many borrowers may be hoping and waiting for mortgage rates to decline even further, which is what we expect to happen once the Federal Reserve begins to cut short-term rates,"" Mortgage Bankers Association Chief Executive Bob Broeksmit said in a statement. If inflation continues to cool, the Fed could cut interest rates as soon as September, Chair Jerome Powell said Wednesday."
https://www.investing.com/news/commodities-news/canadian-union-unifor-calls-for-strict-tariffs-on-imported-chinese-evs-components-3549922,"By Divya Rajagopal TORONTO (Reuters) - Canadian labour union Unifor called on the federal government on Thursday to impose tariffs on all Chinese-made electric vehicles (EVs), EV batteries and other components, aligning it with some of the measures already proposed by the United States. In July, Canada began a public consultation process as it weighs imposing tariffs on Chinese-made electric vehicles, following similar moves by the United States and European Union. The Canadian government has said it sees ""a risk that China's unfair support for the EV sector, if left unchecked, could lead to an exponential surge of imports that will adversely affect planned EV investments and the transformation of Canada's automotive sector."" The public consultation process is set to end this week. ""The United States and the European Union have responded proactively to the threat posed by unfair imports and now it's time for Canada to do the same,"" Unifor, Canada's largest union representing private-sector workers, said on Thursday. Unifor has demanded that Ottawa impose a surtax above the existing tariff rates of 100% on Chinese-made electric vehicles, and a surtax of 25% on batteries, as well as tariffs on electric motors and battery cell materials. Even as Canada examines possible tariffs, Chinese automaker BYD (SZ: ), one of the world's biggest EV manufacturers, recently met with the Canadian government to discuss the potential application of tariffs on EVs, and its plans to begin selling passenger EVs in Canada."
https://www.investing.com/news/economy-news/leisure-vehicle-makers-feel-the-heat-this-summer-as-bigticket-spending-cools-3549908,"By Savyata Mishra (Reuters) - Makers of ATVs, boats and other recreational vehicles are staring at a bleak summer as caution around big-ticket purchases amid high interest rates has dashed hopes of a demand recovery for big manufacturers of leisure products. In the wake of the coronavirus pandemic, consumers with money to spend took advantage of low rates to buy goods many refer to as ""adult toys"" - motorcycles, boats, RVs and other vehicles that cost a lot and are often financed through loans. The shine came off some of the companies when people returned to international travel, but now with consumer spending slipping, makers of the discretionary items are feeling the pain. Retail sales in the recreational vehicle industry for June and July were slightly worse than what dealers experienced in May, D.A. Davidson analyst Brandon Rolle said. Late last month, shares of motorboats maker Brunswick (NYSE: ) and snowmobiles manufacturer Polaris (NYSE: ) slumped after they slashed annual forecasts after reporting a drop in second-quarter sales and profit. ""Consumers are either maxed out or banks are hesitant to lend at these elevated levels. All these factors have negatively impacted the industry retail environment and resulted in a need to lower inventory of dealerships,"" Polaris CEO Mike Speetzen said on a post-earnings call. Brunswick expects U.S. powerboat sales to a decline of around 10% after posting a 15% drop in sales during the second quarter, normally its peak selling season. Several brokerages have lowered their price targets on Brunswick and Polaris after their results. (NYSE: ) also trimmed its full-year forecast and said it expects weakness to continue into 2025 as dealers are wary of excess inventory. The Canadian powersports firm BRP (NASDAQ: ), which reported results in May, also pruned its annual outlook, despite its first-quarter profit beating estimates. ""With no signs of a seasonal uptick in demand so far, 2024 will almost certainly be a lost year and prospects for 2025 are now coming into question,"" Roth MKM analyst Scott Stember said about Brunswick. Most companies took steps to reduce inventory. Harley-Davidson (NYSE: ) cut dealer inventories by 30% and said it hopes retail and wholesale inventory will be balanced by the end of the year. ""It's not just about the fact that financing the purchase is more expensive overall, that budget suppression ...and interest rates on other finance purchases, not to mention the fact that there's a confidence issue there,"" Brunswick CEO David Foulkes said. So far this year, Polaris, Brunswick and Thor stocks have lost between 12% and 16% of their value. Harley-Davidson was up 2% and BRP 4%."
https://www.investing.com/news/economy-news/german-finance-ministry-advisory-board-doubtful-about-efforts-to-reduce-budget-gap-3549705,"By Maria Martinez BERLIN (Reuters) -The advisory board to the German Finance Ministry sees the three options under consideration to reduce a 17 billion euro ($18 billion) budget shortfall as problematic, according to a letter seen by Reuters on Thursday. The German cabinet passed its 2025 budget in July after months of political wrangling. German Finance Minister Christian Lindner told a news conference that the government was looking at innovative ways to reduce the shortfall. The options under scrutiny are using extra funds from state bank KfW, as well as converting the grants of Germany's national rail operator Deutsche Bahn and the country's highway company into loans. The advisory board to the ministry expressed doubts about these options, arguing that they could put at risk the constitutionally enshrined debt brake. Lindner said, when presenting the budget, the constitutionality of these options was being studied. The government is trying to avoid the chaos of November 2023, when a court ruling blew a 60-billion-euro hole in the public finances and threw the government's financing framework into turmoil. Negotiations on the financing of the 2025 federal budget must therefore continue in the German coalition. Finance ministry sources said that suspending the debt brake, which restricts public borrowing to 0.35% of gross domestic product, is not an option ""constitutionally or economically."" ($1 = 0.9270 euros)"
https://www.investing.com/news/economy-news/uk-firms-scale-back-expected-wage-growth-boe-survey-shows-3549679,"LONDON (Reuters) - British businesses' expectations for wage growth in the next 12 months cooled slightly in July, according to a survey that could help ease the concerns of Bank of England policymakers who are tasked with keeping inflation on target. Expectations for wage growth over the coming year in the BoE's Decision Maker Panel survey fell to 4.1% in the three months to July from 4.2% in the three months June, while on a single-month basis, the measure ticked up slightly to 4.1% from 4.0%. Rob Wood, chief UK economist at Pantheon Macroeconomics, said easing inflation and recruitment difficulties will help slow wages more decisively in the second half of the year. ""Inflation, wage growth, inflation expectations, recruitment difficulties and employment growth have all eased since the MPC raised rates to their peak, suggesting tight monetary policy is working,"" Wood said. ""But there are also enough signals for us to expect wage growth and inflation to linger above target consistent rates for longer than the MPC expects."" On Thursday, the BoE cut interest rates to 5%, down from a 16-year high of 5.25%. It was the first time the central bank cut rates since March 2020, the start of the COVID-19 pandemic, but Governor Andrew Bailey said the BoE was not committing to a series of quick reductions in borrowing costs. Firms surveyed by the BoE expected to raise their own selling prices in the year ahead by less than in the previous survey."
https://www.investing.com/news/economy-news/tech-giants-faced-major-market-cap-drop-in-july-on-earnings-worries-3549663,"(Reuters) - Global mega tech companies' market capitalisation dropped sharply in July, in response to disappointing quarterly results and concerns over high valuations, prompting investors to shift their focus away from the AI sector. In the first half of 2024, investors pushed tech stocks higher on expectations that AI advancements would boost earnings. But the second-quarter earnings reports from tech companies have raised concerns that investment in AI infrastructure has led to ballooning costs with only modest gains. Microsoft (NASDAQ: ) reported revenue that fell short of analysts' expectations, while Tesla (NASDAQ: ) reported its lowest profit margin in more than five years. Additionally, Google's parent company, Alphabet (NASDAQ: ), experienced a slowdown in advertising sales at YouTube, raising concerns about Alphabet's ability to expand its margins. Microsoft and Alphabet's market capitalisations fell by about 6% to $3.1 trillion and $2.1 trillion, respectively, at the end of July, based on LSEG data. Slowing profits among its major customers dampened growth expectations for chipmaker Nvidia (NASDAQ: ), leading to a 5.2% reduction in its market cap to $2.8 trillion. This downturn also impacted its Taiwanese production partner TSMC, the world's largest third-party microchip foundry, which experienced a 4.3% decrease in market cap to $737.8 billion at the end of July. Bucking the trend, Apple (NASDAQ: )'s market cap surged 5.4% to $3.4 trillion at the end of July, fuelled by optimism that its new AI initiative, Apple Intelligence, would boost sales and encourage customers to upgrade their devices to utilize the new technology. But then Nvidia added about $330 billion in stock market value on Wednesday, a record one-day gain for any company on Wall Street after Microsoft and Advanced Micro Devices (NASDAQ: ) reignited the AI rally. Outside the tech sector, drug maker Eli Lilly (NYSE: )'s market capitalisation fell 11.2% to $764.3 billion, amid concerns about its lead in the anti-obesity market being challenged by a promising experimental pill from rival Roche. Despite weak results, Tesla's market cap increased by 17.2% to $740.1 billion, buoyed by optimism about its future growth prospects. Morgan Stanley named Tesla the most valuable automaker its ""top pick"" in the U.S. automotive industry, replacing Ford (NYSE: ) and predicted that Tesla's energy business could eventually surpass its auto business in value."
https://www.investing.com/news/economy-news/bank-of-england-cuts-rates-from-16year-high-careful-on-future-moves-3548419,"By David Milliken, Andy Bruce and Suban Abdulla LONDON (Reuters) - The Bank of England cut interest rates from a 16-year high on Thursday after a tight vote by its policymakers who were split over whether inflation pressures had eased sufficiently. Governor Andrew Bailey led the 5-4 decision to reduce rates by a quarter-point to 5% and he said the BoE would move cautiously going forward. It was the central bank's first cut since March 2020, at the start of the COVID-19 pandemic, giving Britain's new government a boost as it seeks to speed up the pace of economic growth. But Bailey stressed the BoE was not committing to a series of quick reductions in borrowing costs. ""We need to make sure make sure inflation stays low, and be careful not to cut interest rates too quickly or by too much,"" he said in a statement. Most economists polled by Reuters had expected a cut while financial markets had seen just over a 60% chance. Sterling slipped to its lowest against the U.S. dollar since early July and bond yields also fell slightly after the BoE's announcement with the yield on 10-year gilts touching its lowest since March. Bailey insisted the BoE would take its decisions on rates ""from meeting to meeting"" but investors were betting on another rate cut this year with the chance of a move at its next meeting in September seen as a roughly 55% probability. ""The Bank of England is staying tight-lipped on when it expects to cut rates again,"" ING economist James Smith said. ""But we think better news on services inflation and wage growth can unlock one, or more likely two rate cuts by year-end."" Borrowing costs had been on hold for almost a full year - the longest period they have been left unchanged at the peak of a BoE tightening cycle since 2001. In June, the BoE's Monetary Policy Committee voted 7-2 to keep rates on hold. Minutes of the August meeting showed the decision to cut them was ""finely balanced"" for some members. None of the policymakers whose votes changed the balance - Bailey and Deputy Governors Sarah Breeden and new MPC member Clare Lombardelli - had spoken publicly about monetary policy since June. Speaking opportunities had been limited by the July 4 election which brought the Labour Party to power. The BoE said policymakers had been briefed on this week's announcements of big public-sector pay increases and on fiscal policy, but their impact would only be incorporated into the BoE's forecasts after the Oct. 30 budget. Finance minister Rachel Reeves welcomed the rate cut but said millions of families still faced higher mortgage rates and she reiterated her plan to ""fix the foundations of our economy after years of low growth."" British consumer price inflation returned to the BoE's 2% target in May and stayed there in June, down from a 41-year high of 11.1% struck in October 2022. This leaves British inflation lower than in the euro zone - where the European Central Bank cut rates in June - and the United States, where on Wednesday the Federal Reserve opened the door to a September cut. INFLATION TO RISE The BoE expects headline inflation to rise to 2.75% in the final quarter of 2024 as the effect of steep falls in energy prices fades, before returning to its 2% target in early 2026 and later sinking below. The long time lags for interest rates to affect inflation mean the BoE is more focused on what it sees as medium-term drivers of inflation: services prices, wage growth and tightness in the labour market. The BoE linked June's strong services inflation to ""volatile components"" and regulated prices that were influenced by high headline CPI earlier in the year. Wage growth at nearly 6% is almost double the rate the BoE views as consistent with 2% inflation but is slowing in line with the central bank's expectations. The BoE now thinks Britain's economy will expand by around 1.25% this year, up from a previous forecast of 0.5%, after stronger-than-expected growth earlier this year. Based on International Monetary Fund forecasts, that would be stronger growth than in France, Italy and Germany. Surveys of businesses published earlier on Thursday suggested growth in Britain last month was stronger than in much of the euro zone and Asia. The BoE said unemployment will rise slightly, reducing upward pressure on inflation. However, it acknowledged the risk that price pressures might prove more persistent and keep inflation above target for longer than its main forecast. Next month the BoE must decide whether it continues the annual 100 billion-pound pace of reductions in its bond holdings. The BoE repeated its view that these sales had a limited impact on the gilt market and said the high level of interest rates would allow it to fine-tune monetary conditions if it proved greater in future."
https://www.investing.com/news/economy-news/us-construction-spending-extends-decline-in-june-3549435,"WASHINGTON (Reuters) - U.S. construction spending unexpectedly fell in June and the prior month's data was revised lower as higher mortgage rates weighed on single-family homebuilding. The Commerce Department's Census Bureau said on Thursday that construction spending dropped 0.3% after a downwardly revised 0.4% decline in May. Economists polled by Reuters had forecast construction spending rising 0.2% after a previously reported 0.1% dip in May. Construction spending advanced 6.2% year-on-year in June. Spending on private construction projects fell 0.3% in June after dropping 0.4% in the prior month. Investment in residential construction dropped 0.3% after falling 0.7% in May. Outlays on new single-family construction projects decreased 1.2%. Spending on multi-family housing gained 0.1%. Mortgage rates surged in the spring, depressing homebuilding and sales. Mortgage rates have since fallen and could decline further after the Federal Reserve on Wednesday kept its benchmark overnight interest rate in the 5.25%-5.50% range, where it has been since last July, but opened the door to reducing borrowing costs as soon as its next meeting in September. Rising housing inventory, with new single-family housing supply in June hitting the highest level since early 2008, could limit any rebound in new construction. Residential investment, which includes homebuilding and house sales, contracted in the second quarter after double-digit growth in the January-March quarter. In June, spending on private non-residential structures like factories dipped 0.1%. Investment in public construction projects fell 0.4% after slipping 0.2% in May. State and local government spending was unchanged and outlays on federal government projects declined 5.4%."
https://www.investing.com/news/economy-news/canada-cuts-boj-and-russia-hike-as-other-cenbanks-dither-in-july-3549351,"By Rodrigo Campos and Sumanta Sen NEW YORK (Reuters) - The Bank of Japan hiked its key interest rate for just the second time since 2007 and the Bank of Canada cut rates for the second month in a row, while the U.S. Federal Reserve stayed put in July. Among emerging economies, July saw Russia's central bank hike its benchmark rate by 200 basis points (bps) to the highest level in over two years, while Colombia's 50 bps cut was the largest last month, with China and Hungary also lowering rates. Five of the central banks overseeing the 10 most heavily traded currencies held meetings in July, with Japan hiking rates to 0.25% and Canada easing another 25 bps to reach 4.5%. The Bank of England cut interest rates on Thursday in a narrow vote by 25 bps to 5% - the first move of the August tally. The U.S. Fed, the European Central Bank, and the Reserve Bank of New Zealand held rates steady in July, with the Fed and RBNZ leaving the door open to rate cuts in the near future, data depending. This year through July, developed economies posted a total of 35 bps in hikes, all out of Japan, while six rate cuts elsewhere have amounted for 150 bps in policy easing. A rate cut of at least 25 bps is fully priced in for the Fed's September meeting after Chair Jerome Powell said it could come as early as next month, with the Fed focusing equally on lowering inflation and its full employment mandate. ""With the likely timing and size of the first (Fed) cut well communicated, the tougher question becomes the pace of cuts thereafter,"" said JPMorgan's Michael Feroli in a client note. ""So the shift in risk balance should clear the way not only for the first ease but potentially a long series of eases."" Thirteen out of the Reuters sample of 18 central banks in developing economies held rate-setting meetings in July, with Colombia, Hungary, and China combining for a total of 85 bps in cuts. Only Russia hiked and the other nine left rates unchanged. Chile was among those staying put, opting not to cut rates for the first meeting in nine. ""We see risks to our near-term policy rate path as skewed toward the possibility of just one, rather than two, cuts over the rest of the year,"" said Goldman Sachs' Sergio Armella in a note. The latest moves in emerging markets took the tally of cuts since the start of the year to 1,260 bps across 26 moves. Total hikes over the same period stood at 975 bps in four actions, with Russia joining previous hikers Turkey and Indonesia."
https://www.investing.com/news/economy-news/turkey-says-it-coordinating-an-extensive-prisoner-swap-on-thursday-3549347,"ANKARA (Reuters) - The Turkish National Intelligence Agency (MIT) said it would coordinate an extensive prisoner swap on Thursday, amid signs of a major prisoner exchange between Russia and Belarus on one side and the United States, Germany and Slovenia on the other. ""A (prisoner) exchange operation will take place today under the coordination of our organisation,"" MIT said in a statement. ""Our organization has undertaken a major mediation role in this exchange operation, which is the most comprehensive of the recent period."""
https://www.investing.com/news/economy-news/ethiopian-local-authorities-crack-down-on-price-hikes-after-currency-float-3549343,"ADDIS ABABA (Reuters) - At least two Ethiopian local governments have ordered the closure of dozens of businesses found hiking prices of basic commodities after the central bank floated the national currency, officials said on Thursday. The Ethiopian birr weakened by 28% against the dollar this week after the central bank adopted a market-determined foreign exchange rate to secure a new International Monetary Fund lending programme and to put debt restructuring back on track. ""The businesses were caught making unreasonable price increases mostly on food items ... The stocks were imported before the new exchange rate,"" said Sewnet Ayele, a spokesperson for the Addis Ababa City Trade Bureau. Some 71 businesses have been affected by the closure order, Sewnet said. In Oromiya region, another 19 businesses were closed and three people detained, said Meseret Assefa, head of the Trade Bureau of Oromiya. ""Those whose business are closed were the ones who increased prices on items just immediately after the (exchange rate) announcement,"" Meseret said. The main commodity whose price has gone up is cooking oil, which is selling at 25%, or 300 birrs, more, said a trader in Addis Ababa, who did not wish to be named. Other commodities whose prices have gone up by a smaller margin include rice, said the trader. Although the removal of foreign exchange trading restrictions helped Ethiopia to clinch the IMF deal and funding from other creditors like the World Bank, some Ethiopian analysts fear it will cause price hikes that hit the poor hardest. The government and its development partners say the liberalisation will help the private sector make a bigger contribution to the economy and boost long-term growth."
